"Notes"	"County"	"County Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Age Adjusted Rate	% of Total Deaths
	"Adams County, PA"	"42001"	"1999"	"1999"	Suppressed	90363	Suppressed	Suppressed	Suppressed
	"Adams County, PA"	"42001"	"2000"	"2000"	Suppressed	91292	Suppressed	Suppressed	Suppressed
	"Adams County, PA"	"42001"	"2001"	"2001"	Suppressed	92591	Suppressed	Suppressed	Suppressed
	"Adams County, PA"	"42001"	"2002"	"2002"	Suppressed	93934	Suppressed	Suppressed	Suppressed
	"Adams County, PA"	"42001"	"2003"	"2003"	Suppressed	95503	Suppressed	Suppressed	Suppressed
	"Adams County, PA"	"42001"	"2004"	"2004"	11	97300	Unreliable	Unreliable	0.0%
	"Adams County, PA"	"42001"	"2005"	"2005"	Suppressed	98606	Suppressed	Suppressed	Suppressed
	"Adams County, PA"	"42001"	"2006"	"2006"	Suppressed	99899	Suppressed	Suppressed	Suppressed
	"Adams County, PA"	"42001"	"2007"	"2007"	Suppressed	100502	Suppressed	Suppressed	Suppressed
	"Adams County, PA"	"42001"	"2008"	"2008"	11	101056	Unreliable	Unreliable	0.0%
	"Adams County, PA"	"42001"	"2009"	"2009"	16	101252	Unreliable	Unreliable	0.0%
	"Adams County, PA"	"42001"	"2010"	"2010"	14	101407	Unreliable	Unreliable	0.0%
	"Adams County, PA"	"42001"	"2011"	"2011"	11	101434	Unreliable	Unreliable	0.0%
	"Adams County, PA"	"42001"	"2012"	"2012"	Suppressed	101482	Suppressed	Suppressed	Suppressed
	"Adams County, PA"	"42001"	"2013"	"2013"	Suppressed	101546	Suppressed	Suppressed	Suppressed
	"Adams County, PA"	"42001"	"2014"	"2014"	Suppressed	101714	Suppressed	Suppressed	Suppressed
	"Adams County, PA"	"42001"	"2015"	"2015"	Suppressed	102295	Suppressed	Suppressed	Suppressed
	"Adams County, PA"	"42001"	"2016"	"2016"	26	102180	25.4	28.2	0.1%
	"Allegheny County, PA"	"42003"	"1999"	"1999"	135	1287247	10.5	10.3	0.4%
	"Allegheny County, PA"	"42003"	"2000"	"2000"	140	1281666	10.9	10.9	0.4%
	"Allegheny County, PA"	"42003"	"2001"	"2001"	119	1272416	9.4	9.4	0.3%
	"Allegheny County, PA"	"42003"	"2002"	"2002"	147	1265577	11.6	11.5	0.4%
	"Allegheny County, PA"	"42003"	"2003"	"2003"	202	1258420	16.1	16.3	0.5%
	"Allegheny County, PA"	"42003"	"2004"	"2004"	203	1247531	16.3	16.4	0.5%
	"Allegheny County, PA"	"42003"	"2005"	"2005"	215	1234787	17.4	17.7	0.6%
	"Allegheny County, PA"	"42003"	"2006"	"2006"	153	1226025	12.5	12.5	0.4%
	"Allegheny County, PA"	"42003"	"2007"	"2007"	207	1222482	16.9	16.5	0.6%
	"Allegheny County, PA"	"42003"	"2008"	"2008"	224	1221071	18.3	18.5	0.6%
	"Allegheny County, PA"	"42003"	"2009"	"2009"	222	1222171	18.2	17.5	0.6%
	"Allegheny County, PA"	"42003"	"2010"	"2010"	237	1223348	19.4	19.3	0.6%
	"Allegheny County, PA"	"42003"	"2011"	"2011"	249	1227066	20.3	21.0	0.7%
	"Allegheny County, PA"	"42003"	"2012"	"2012"	283	1229338	23.0	22.7	0.8%
	"Allegheny County, PA"	"42003"	"2013"	"2013"	273	1231527	22.2	22.0	0.7%
	"Allegheny County, PA"	"42003"	"2014"	"2014"	319	1231255	25.9	26.1	0.9%
	"Allegheny County, PA"	"42003"	"2015"	"2015"	422	1230459	34.3	34.3	1.1%
	"Allegheny County, PA"	"42003"	"2016"	"2016"	635	1225365	51.8	52.0	1.7%
	"Armstrong County, PA"	"42005"	"1999"	"1999"	Suppressed	72572	Suppressed	Suppressed	Suppressed
	"Armstrong County, PA"	"42005"	"2000"	"2000"	Suppressed	72392	Suppressed	Suppressed	Suppressed
	"Armstrong County, PA"	"42005"	"2001"	"2001"	Suppressed	71956	Suppressed	Suppressed	Suppressed
	"Armstrong County, PA"	"42005"	"2002"	"2002"	Suppressed	71747	Suppressed	Suppressed	Suppressed
	"Armstrong County, PA"	"42005"	"2003"	"2003"	Suppressed	71645	Suppressed	Suppressed	Suppressed
	"Armstrong County, PA"	"42005"	"2004"	"2004"	Suppressed	71404	Suppressed	Suppressed	Suppressed
	"Armstrong County, PA"	"42005"	"2005"	"2005"	Suppressed	70602	Suppressed	Suppressed	Suppressed
	"Armstrong County, PA"	"42005"	"2006"	"2006"	16	70030	Unreliable	Unreliable	0.0%
	"Armstrong County, PA"	"42005"	"2007"	"2007"	Suppressed	69845	Suppressed	Suppressed	Suppressed
	"Armstrong County, PA"	"42005"	"2008"	"2008"	10	69611	Unreliable	Unreliable	0.0%
	"Armstrong County, PA"	"42005"	"2009"	"2009"	Suppressed	69120	Suppressed	Suppressed	Suppressed
	"Armstrong County, PA"	"42005"	"2010"	"2010"	14	68941	Unreliable	Unreliable	0.0%
	"Armstrong County, PA"	"42005"	"2011"	"2011"	15	68568	Unreliable	Unreliable	0.0%
	"Armstrong County, PA"	"42005"	"2012"	"2012"	15	68409	Unreliable	Unreliable	0.0%
	"Armstrong County, PA"	"42005"	"2013"	"2013"	14	68107	Unreliable	Unreliable	0.0%
	"Armstrong County, PA"	"42005"	"2014"	"2014"	17	67785	Unreliable	Unreliable	0.0%
	"Armstrong County, PA"	"42005"	"2015"	"2015"	27	67052	40.3	44.1	0.1%
	"Armstrong County, PA"	"42005"	"2016"	"2016"	47	66486	70.7	80.4	0.1%
	"Beaver County, PA"	"42007"	"1999"	"1999"	Suppressed	182592	Suppressed	Suppressed	Suppressed
	"Beaver County, PA"	"42007"	"2000"	"2000"	Suppressed	181412	Suppressed	Suppressed	Suppressed
	"Beaver County, PA"	"42007"	"2001"	"2001"	17	179391	Unreliable	Unreliable	0.0%
	"Beaver County, PA"	"42007"	"2002"	"2002"	20	178277	11.2	12.3	0.1%
	"Beaver County, PA"	"42007"	"2003"	"2003"	21	177523	11.8	13.7	0.1%
	"Beaver County, PA"	"42007"	"2004"	"2004"	19	176395	Unreliable	Unreliable	0.1%
	"Beaver County, PA"	"42007"	"2005"	"2005"	15	174820	Unreliable	Unreliable	0.0%
	"Beaver County, PA"	"42007"	"2006"	"2006"	20	173259	11.5	12.6	0.1%
	"Beaver County, PA"	"42007"	"2007"	"2007"	22	172161	12.8	14.5	0.1%
	"Beaver County, PA"	"42007"	"2008"	"2008"	20	171336	11.7	11.1	0.1%
	"Beaver County, PA"	"42007"	"2009"	"2009"	26	170524	15.2	16.3	0.1%
	"Beaver County, PA"	"42007"	"2010"	"2010"	25	170539	14.7	15.3	0.1%
	"Beaver County, PA"	"42007"	"2011"	"2011"	39	170414	22.9	25.2	0.1%
	"Beaver County, PA"	"42007"	"2012"	"2012"	37	170245	21.7	23.8	0.1%
	"Beaver County, PA"	"42007"	"2013"	"2013"	47	170115	27.6	29.3	0.1%
	"Beaver County, PA"	"42007"	"2014"	"2014"	42	169392	24.8	27.7	0.1%
	"Beaver County, PA"	"42007"	"2015"	"2015"	37	168871	21.9	22.5	0.1%
	"Beaver County, PA"	"42007"	"2016"	"2016"	115	167429	68.7	79.4	0.3%
	"Bedford County, PA"	"42009"	"1999"	"1999"	Suppressed	49853	Suppressed	Suppressed	Suppressed
	"Bedford County, PA"	"42009"	"2000"	"2000"	Suppressed	49984	Suppressed	Suppressed	Suppressed
	"Bedford County, PA"	"42009"	"2001"	"2001"	Suppressed	49778	Suppressed	Suppressed	Suppressed
	"Bedford County, PA"	"42009"	"2002"	"2002"	Suppressed	49742	Suppressed	Suppressed	Suppressed
	"Bedford County, PA"	"42009"	"2003"	"2003"	11	49812	Unreliable	Unreliable	0.0%
	"Bedford County, PA"	"42009"	"2004"	"2004"	Suppressed	49829	Suppressed	Suppressed	Suppressed
	"Bedford County, PA"	"42009"	"2005"	"2005"	Suppressed	49691	Suppressed	Suppressed	Suppressed
	"Bedford County, PA"	"42009"	"2006"	"2006"	Suppressed	49871	Suppressed	Suppressed	Suppressed
	"Bedford County, PA"	"42009"	"2007"	"2007"	Suppressed	49889	Suppressed	Suppressed	Suppressed
	"Bedford County, PA"	"42009"	"2008"	"2008"	Suppressed	50052	Suppressed	Suppressed	Suppressed
	"Bedford County, PA"	"42009"	"2009"	"2009"	11	49889	Unreliable	Unreliable	0.0%
	"Bedford County, PA"	"42009"	"2010"	"2010"	Suppressed	49762	Suppressed	Suppressed	Suppressed
	"Bedford County, PA"	"42009"	"2011"	"2011"	Suppressed	49739	Suppressed	Suppressed	Suppressed
	"Bedford County, PA"	"42009"	"2012"	"2012"	Suppressed	49324	Suppressed	Suppressed	Suppressed
	"Bedford County, PA"	"42009"	"2013"	"2013"	Suppressed	49055	Suppressed	Suppressed	Suppressed
	"Bedford County, PA"	"42009"	"2014"	"2014"	Suppressed	48946	Suppressed	Suppressed	Suppressed
	"Bedford County, PA"	"42009"	"2015"	"2015"	Suppressed	48586	Suppressed	Suppressed	Suppressed
	"Bedford County, PA"	"42009"	"2016"	"2016"	Suppressed	48325	Suppressed	Suppressed	Suppressed
	"Berks County, PA"	"42011"	"1999"	"1999"	32	370942	8.6	8.6	0.1%
	"Berks County, PA"	"42011"	"2000"	"2000"	25	373638	6.7	6.8	0.1%
	"Berks County, PA"	"42011"	"2001"	"2001"	32	377487	8.5	8.6	0.1%
	"Berks County, PA"	"42011"	"2002"	"2002"	29	381338	7.6	7.9	0.1%
	"Berks County, PA"	"42011"	"2003"	"2003"	32	385846	8.3	8.3	0.1%
	"Berks County, PA"	"42011"	"2004"	"2004"	31	390848	7.9	8.1	0.1%
	"Berks County, PA"	"42011"	"2005"	"2005"	33	395933	8.3	8.7	0.1%
	"Berks County, PA"	"42011"	"2006"	"2006"	42	401834	10.5	10.6	0.1%
	"Berks County, PA"	"42011"	"2007"	"2007"	43	405223	10.6	10.5	0.1%
	"Berks County, PA"	"42011"	"2008"	"2008"	41	407737	10.1	10.1	0.1%
	"Berks County, PA"	"42011"	"2009"	"2009"	58	409904	14.1	14.4	0.2%
	"Berks County, PA"	"42011"	"2010"	"2010"	58	411442	14.1	14.5	0.2%
	"Berks County, PA"	"42011"	"2011"	"2011"	66	412778	16.0	16.3	0.2%
	"Berks County, PA"	"42011"	"2012"	"2012"	55	413491	13.3	13.9	0.1%
	"Berks County, PA"	"42011"	"2013"	"2013"	54	413521	13.1	13.5	0.1%
	"Berks County, PA"	"42011"	"2014"	"2014"	67	413691	16.2	16.3	0.2%
	"Berks County, PA"	"42011"	"2015"	"2015"	57	415271	13.7	13.8	0.2%
	"Berks County, PA"	"42011"	"2016"	"2016"	109	414812	26.3	27.3	0.3%
	"Blair County, PA"	"42013"	"1999"	"1999"	15	129757	Unreliable	Unreliable	0.0%
	"Blair County, PA"	"42013"	"2000"	"2000"	14	129144	Unreliable	Unreliable	0.0%
	"Blair County, PA"	"42013"	"2001"	"2001"	13	128471	Unreliable	Unreliable	0.0%
	"Blair County, PA"	"42013"	"2002"	"2002"	14	127631	Unreliable	Unreliable	0.0%
	"Blair County, PA"	"42013"	"2003"	"2003"	27	127353	21.2	22.2	0.1%
	"Blair County, PA"	"42013"	"2004"	"2004"	17	127194	Unreliable	Unreliable	0.0%
	"Blair County, PA"	"42013"	"2005"	"2005"	24	126730	18.9	20.2	0.1%
	"Blair County, PA"	"42013"	"2006"	"2006"	26	127002	20.5	22.2	0.1%
	"Blair County, PA"	"42013"	"2007"	"2007"	17	127048	Unreliable	Unreliable	0.0%
	"Blair County, PA"	"42013"	"2008"	"2008"	21	127112	16.5	17.5	0.1%
	"Blair County, PA"	"42013"	"2009"	"2009"	22	127161	17.3	18.0	0.1%
	"Blair County, PA"	"42013"	"2010"	"2010"	12	127089	Unreliable	Unreliable	0.0%
	"Blair County, PA"	"42013"	"2011"	"2011"	27	127099	21.2	23.7	0.1%
	"Blair County, PA"	"42013"	"2012"	"2012"	23	127121	18.1	20.1	0.1%
	"Blair County, PA"	"42013"	"2013"	"2013"	20	126314	15.8	17.3	0.1%
	"Blair County, PA"	"42013"	"2014"	"2014"	20	125955	15.9	16.9	0.1%
	"Blair County, PA"	"42013"	"2015"	"2015"	39	125593	31.1	34.5	0.1%
	"Blair County, PA"	"42013"	"2016"	"2016"	44	124650	35.3	41.5	0.1%
	"Bradford County, PA"	"42015"	"1999"	"1999"	Suppressed	62701	Suppressed	Suppressed	Suppressed
	"Bradford County, PA"	"42015"	"2000"	"2000"	Suppressed	62761	Suppressed	Suppressed	Suppressed
	"Bradford County, PA"	"42015"	"2001"	"2001"	Suppressed	62616	Suppressed	Suppressed	Suppressed
	"Bradford County, PA"	"42015"	"2002"	"2002"	Suppressed	62585	Suppressed	Suppressed	Suppressed
	"Bradford County, PA"	"42015"	"2003"	"2003"	Suppressed	62388	Suppressed	Suppressed	Suppressed
	"Bradford County, PA"	"42015"	"2004"	"2004"	Suppressed	62386	Suppressed	Suppressed	Suppressed
	"Bradford County, PA"	"42015"	"2005"	"2005"	Suppressed	62501	Suppressed	Suppressed	Suppressed
	"Bradford County, PA"	"42015"	"2006"	"2006"	Suppressed	62345	Suppressed	Suppressed	Suppressed
	"Bradford County, PA"	"42015"	"2007"	"2007"	Suppressed	62343	Suppressed	Suppressed	Suppressed
	"Bradford County, PA"	"42015"	"2008"	"2008"	Suppressed	62318	Suppressed	Suppressed	Suppressed
	"Bradford County, PA"	"42015"	"2009"	"2009"	Suppressed	62418	Suppressed	Suppressed	Suppressed
	"Bradford County, PA"	"42015"	"2010"	"2010"	Suppressed	62622	Suppressed	Suppressed	Suppressed
	"Bradford County, PA"	"42015"	"2011"	"2011"	11	62917	Unreliable	Unreliable	0.0%
	"Bradford County, PA"	"42015"	"2012"	"2012"	11	62792	Unreliable	Unreliable	0.0%
	"Bradford County, PA"	"42015"	"2013"	"2013"	Suppressed	62316	Suppressed	Suppressed	Suppressed
	"Bradford County, PA"	"42015"	"2014"	"2014"	Suppressed	61784	Suppressed	Suppressed	Suppressed
	"Bradford County, PA"	"42015"	"2015"	"2015"	12	61281	Unreliable	Unreliable	0.0%
	"Bradford County, PA"	"42015"	"2016"	"2016"	13	60770	Unreliable	Unreliable	0.0%
	"Bucks County, PA"	"42017"	"1999"	"1999"	65	593947	10.9	10.9	0.2%
	"Bucks County, PA"	"42017"	"2000"	"2000"	75	597635	12.5	12.7	0.2%
	"Bucks County, PA"	"42017"	"2001"	"2001"	65	602883	10.8	10.6	0.2%
	"Bucks County, PA"	"42017"	"2002"	"2002"	44	607157	7.2	7.3	0.1%
	"Bucks County, PA"	"42017"	"2003"	"2003"	80	610174	13.1	13.3	0.2%
	"Bucks County, PA"	"42017"	"2004"	"2004"	69	613763	11.2	11.3	0.2%
	"Bucks County, PA"	"42017"	"2005"	"2005"	81	616302	13.1	13.2	0.2%
	"Bucks County, PA"	"42017"	"2006"	"2006"	113	619544	18.2	19.4	0.3%
	"Bucks County, PA"	"42017"	"2007"	"2007"	93	621336	15.0	15.2	0.3%
	"Bucks County, PA"	"42017"	"2008"	"2008"	100	623297	16.0	16.1	0.3%
	"Bucks County, PA"	"42017"	"2009"	"2009"	114	624648	18.3	18.3	0.3%
	"Bucks County, PA"	"42017"	"2010"	"2010"	110	625249	17.6	19.0	0.3%
	"Bucks County, PA"	"42017"	"2011"	"2011"	140	626854	22.3	22.6	0.4%
	"Bucks County, PA"	"42017"	"2012"	"2012"	133	627053	21.2	21.2	0.4%
	"Bucks County, PA"	"42017"	"2013"	"2013"	162	626976	25.8	26.6	0.4%
	"Bucks County, PA"	"42017"	"2014"	"2014"	165	626685	26.3	26.3	0.4%
	"Bucks County, PA"	"42017"	"2015"	"2015"	158	627367	25.2	27.1	0.4%
	"Bucks County, PA"	"42017"	"2016"	"2016"	222	626399	35.4	37.8	0.6%
	"Butler County, PA"	"42019"	"1999"	"1999"	11	172924	Unreliable	Unreliable	0.0%
	"Butler County, PA"	"42019"	"2000"	"2000"	12	174083	Unreliable	Unreliable	0.0%
	"Butler County, PA"	"42019"	"2001"	"2001"	Suppressed	175621	Suppressed	Suppressed	Suppressed
	"Butler County, PA"	"42019"	"2002"	"2002"	16	177146	Unreliable	Unreliable	0.0%
	"Butler County, PA"	"42019"	"2003"	"2003"	18	178289	Unreliable	Unreliable	0.0%
	"Butler County, PA"	"42019"	"2004"	"2004"	13	178912	Unreliable	Unreliable	0.0%
	"Butler County, PA"	"42019"	"2005"	"2005"	13	179522	Unreliable	Unreliable	0.0%
	"Butler County, PA"	"42019"	"2006"	"2006"	17	181009	Unreliable	Unreliable	0.0%
	"Butler County, PA"	"42019"	"2007"	"2007"	19	181690	Unreliable	Unreliable	0.1%
	"Butler County, PA"	"42019"	"2008"	"2008"	18	182673	Unreliable	Unreliable	0.0%
	"Butler County, PA"	"42019"	"2009"	"2009"	20	183337	10.9	12.4	0.1%
	"Butler County, PA"	"42019"	"2010"	"2010"	22	183862	12.0	13.0	0.1%
	"Butler County, PA"	"42019"	"2011"	"2011"	30	184848	16.2	17.0	0.1%
	"Butler County, PA"	"42019"	"2012"	"2012"	23	184970	12.4	14.0	0.1%
	"Butler County, PA"	"42019"	"2013"	"2013"	39	185476	21.0	23.7	0.1%
	"Butler County, PA"	"42019"	"2014"	"2014"	39	185943	21.0	21.4	0.1%
	"Butler County, PA"	"42019"	"2015"	"2015"	54	186818	28.9	32.3	0.1%
	"Butler County, PA"	"42019"	"2016"	"2016"	84	186847	45.0	53.1	0.2%
	"Cambria County, PA"	"42021"	"1999"	"1999"	Suppressed	153911	Suppressed	Suppressed	Suppressed
	"Cambria County, PA"	"42021"	"2000"	"2000"	11	152598	Unreliable	Unreliable	0.0%
	"Cambria County, PA"	"42021"	"2001"	"2001"	11	150902	Unreliable	Unreliable	0.0%
	"Cambria County, PA"	"42021"	"2002"	"2002"	15	149831	Unreliable	Unreliable	0.0%
	"Cambria County, PA"	"42021"	"2003"	"2003"	25	148836	16.8	18.3	0.1%
	"Cambria County, PA"	"42021"	"2004"	"2004"	35	147886	23.7	24.3	0.1%
	"Cambria County, PA"	"42021"	"2005"	"2005"	31	146975	21.1	22.8	0.1%
	"Cambria County, PA"	"42021"	"2006"	"2006"	35	146093	24.0	25.9	0.1%
	"Cambria County, PA"	"42021"	"2007"	"2007"	39	145283	26.8	27.9	0.1%
	"Cambria County, PA"	"42021"	"2008"	"2008"	34	144646	23.5	25.1	0.1%
	"Cambria County, PA"	"42021"	"2009"	"2009"	35	144186	24.3	26.7	0.1%
	"Cambria County, PA"	"42021"	"2010"	"2010"	39	143679	27.1	28.9	0.1%
	"Cambria County, PA"	"42021"	"2011"	"2011"	27	143728	18.8	20.5	0.1%
	"Cambria County, PA"	"42021"	"2012"	"2012"	32	141584	22.6	24.5	0.1%
	"Cambria County, PA"	"42021"	"2013"	"2013"	50	140499	35.6	39.4	0.1%
	"Cambria County, PA"	"42021"	"2014"	"2014"	41	137732	29.8	29.3	0.1%
	"Cambria County, PA"	"42021"	"2015"	"2015"	54	136411	39.6	46.0	0.1%
	"Cambria County, PA"	"42021"	"2016"	"2016"	101	134732	75.0	90.5	0.3%
	"Cameron County, PA"	"42023"	"1999"	"1999"	Suppressed	6026	Suppressed	Suppressed	Suppressed
	"Cameron County, PA"	"42023"	"2000"	"2000"	Suppressed	5974	Suppressed	Suppressed	Suppressed
	"Cameron County, PA"	"42023"	"2001"	"2001"	Suppressed	5875	Suppressed	Suppressed	Suppressed
	"Cameron County, PA"	"42023"	"2002"	"2002"	Suppressed	5775	Suppressed	Suppressed	Suppressed
	"Cameron County, PA"	"42023"	"2003"	"2003"	Suppressed	5702	Suppressed	Suppressed	Suppressed
	"Cameron County, PA"	"42023"	"2004"	"2004"	Suppressed	5535	Suppressed	Suppressed	Suppressed
	"Cameron County, PA"	"42023"	"2005"	"2005"	Suppressed	5431	Suppressed	Suppressed	Suppressed
	"Cameron County, PA"	"42023"	"2006"	"2006"	Suppressed	5341	Suppressed	Suppressed	Suppressed
	"Cameron County, PA"	"42023"	"2007"	"2007"	Suppressed	5274	Suppressed	Suppressed	Suppressed
	"Cameron County, PA"	"42023"	"2008"	"2008"	Suppressed	5186	Suppressed	Suppressed	Suppressed
	"Cameron County, PA"	"42023"	"2009"	"2009"	Suppressed	5106	Suppressed	Suppressed	Suppressed
	"Cameron County, PA"	"42023"	"2010"	"2010"	Suppressed	5085	Suppressed	Suppressed	Suppressed
	"Cameron County, PA"	"42023"	"2011"	"2011"	Suppressed	5010	Suppressed	Suppressed	Suppressed
	"Cameron County, PA"	"42023"	"2012"	"2012"	Suppressed	4939	Suppressed	Suppressed	Suppressed
	"Cameron County, PA"	"42023"	"2013"	"2013"	Suppressed	4886	Suppressed	Suppressed	Suppressed
	"Cameron County, PA"	"42023"	"2014"	"2014"	Suppressed	4805	Suppressed	Suppressed	Suppressed
	"Cameron County, PA"	"42023"	"2015"	"2015"	Suppressed	4732	Suppressed	Suppressed	Suppressed
	"Cameron County, PA"	"42023"	"2016"	"2016"	Suppressed	4677	Suppressed	Suppressed	Suppressed
	"Carbon County, PA"	"42025"	"1999"	"1999"	Suppressed	58845	Suppressed	Suppressed	Suppressed
	"Carbon County, PA"	"42025"	"2000"	"2000"	Suppressed	58802	Suppressed	Suppressed	Suppressed
	"Carbon County, PA"	"42025"	"2001"	"2001"	Suppressed	59318	Suppressed	Suppressed	Suppressed
	"Carbon County, PA"	"42025"	"2002"	"2002"	Suppressed	59820	Suppressed	Suppressed	Suppressed
	"Carbon County, PA"	"42025"	"2003"	"2003"	Suppressed	60452	Suppressed	Suppressed	Suppressed
	"Carbon County, PA"	"42025"	"2004"	"2004"	Suppressed	61274	Suppressed	Suppressed	Suppressed
	"Carbon County, PA"	"42025"	"2005"	"2005"	14	62358	Unreliable	Unreliable	0.0%
	"Carbon County, PA"	"42025"	"2006"	"2006"	Suppressed	63105	Suppressed	Suppressed	Suppressed
	"Carbon County, PA"	"42025"	"2007"	"2007"	Suppressed	64339	Suppressed	Suppressed	Suppressed
	"Carbon County, PA"	"42025"	"2008"	"2008"	14	64947	Unreliable	Unreliable	0.0%
	"Carbon County, PA"	"42025"	"2009"	"2009"	13	65204	Unreliable	Unreliable	0.0%
	"Carbon County, PA"	"42025"	"2010"	"2010"	11	65249	Unreliable	Unreliable	0.0%
	"Carbon County, PA"	"42025"	"2011"	"2011"	15	65154	Unreliable	Unreliable	0.0%
	"Carbon County, PA"	"42025"	"2012"	"2012"	12	65006	Unreliable	Unreliable	0.0%
	"Carbon County, PA"	"42025"	"2013"	"2013"	19	64786	Unreliable	Unreliable	0.1%
	"Carbon County, PA"	"42025"	"2014"	"2014"	22	64441	34.1	34.4	0.1%
	"Carbon County, PA"	"42025"	"2015"	"2015"	20	63960	31.3	32.1	0.1%
	"Carbon County, PA"	"42025"	"2016"	"2016"	25	63594	39.3	47.4	0.1%
	"Centre County, PA"	"42027"	"1999"	"1999"	Suppressed	135315	Suppressed	Suppressed	Suppressed
	"Centre County, PA"	"42027"	"2000"	"2000"	Suppressed	135758	Suppressed	Suppressed	Suppressed
	"Centre County, PA"	"42027"	"2001"	"2001"	Suppressed	137620	Suppressed	Suppressed	Suppressed
	"Centre County, PA"	"42027"	"2002"	"2002"	Suppressed	140821	Suppressed	Suppressed	Suppressed
	"Centre County, PA"	"42027"	"2003"	"2003"	Suppressed	142926	Suppressed	Suppressed	Suppressed
	"Centre County, PA"	"42027"	"2004"	"2004"	14	144238	Unreliable	Unreliable	0.0%
	"Centre County, PA"	"42027"	"2005"	"2005"	Suppressed	145543	Suppressed	Suppressed	Suppressed
	"Centre County, PA"	"42027"	"2006"	"2006"	Suppressed	148734	Suppressed	Suppressed	Suppressed
	"Centre County, PA"	"42027"	"2007"	"2007"	11	149498	Unreliable	Unreliable	0.0%
	"Centre County, PA"	"42027"	"2008"	"2008"	Suppressed	151645	Suppressed	Suppressed	Suppressed
	"Centre County, PA"	"42027"	"2009"	"2009"	14	153052	Unreliable	Unreliable	0.0%
	"Centre County, PA"	"42027"	"2010"	"2010"	Suppressed	153990	Suppressed	Suppressed	Suppressed
	"Centre County, PA"	"42027"	"2011"	"2011"	Suppressed	154722	Suppressed	Suppressed	Suppressed
	"Centre County, PA"	"42027"	"2012"	"2012"	15	155171	Unreliable	Unreliable	0.0%
	"Centre County, PA"	"42027"	"2013"	"2013"	Suppressed	155403	Suppressed	Suppressed	Suppressed
	"Centre County, PA"	"42027"	"2014"	"2014"	12	158742	Unreliable	Unreliable	0.0%
	"Centre County, PA"	"42027"	"2015"	"2015"	13	160580	Unreliable	Unreliable	0.0%
	"Centre County, PA"	"42027"	"2016"	"2016"	19	161464	Unreliable	Unreliable	0.1%
	"Chester County, PA"	"42029"	"1999"	"1999"	18	428055	Unreliable	Unreliable	0.0%
	"Chester County, PA"	"42029"	"2000"	"2000"	25	433501	5.8	5.7	0.1%
	"Chester County, PA"	"42029"	"2001"	"2001"	19	441024	Unreliable	Unreliable	0.1%
	"Chester County, PA"	"42029"	"2002"	"2002"	24	447842	5.4	5.6	0.1%
	"Chester County, PA"	"42029"	"2003"	"2003"	23	455111	5.1	4.8	0.1%
	"Chester County, PA"	"42029"	"2004"	"2004"	35	462902	7.6	7.8	0.1%
	"Chester County, PA"	"42029"	"2005"	"2005"	40	470506	8.5	8.7	0.1%
	"Chester County, PA"	"42029"	"2006"	"2006"	42	479137	8.8	8.9	0.1%
	"Chester County, PA"	"42029"	"2007"	"2007"	47	486156	9.7	9.7	0.1%
	"Chester County, PA"	"42029"	"2008"	"2008"	53	491473	10.8	10.7	0.1%
	"Chester County, PA"	"42029"	"2009"	"2009"	57	496291	11.5	11.4	0.2%
	"Chester County, PA"	"42029"	"2010"	"2010"	55	498886	11.0	11.7	0.1%
	"Chester County, PA"	"42029"	"2011"	"2011"	75	503897	14.9	14.5	0.2%
	"Chester County, PA"	"42029"	"2012"	"2012"	61	506575	12.0	12.0	0.2%
	"Chester County, PA"	"42029"	"2013"	"2013"	53	509468	10.4	10.9	0.1%
	"Chester County, PA"	"42029"	"2014"	"2014"	73	512784	14.2	14.6	0.2%
	"Chester County, PA"	"42029"	"2015"	"2015"	94	515939	18.2	18.5	0.3%
	"Chester County, PA"	"42029"	"2016"	"2016"	119	516312	23.0	24.0	0.3%
	"Clarion County, PA"	"42031"	"1999"	"1999"	Suppressed	41771	Suppressed	Suppressed	Suppressed
	"Clarion County, PA"	"42031"	"2000"	"2000"	Suppressed	41765	Suppressed	Suppressed	Suppressed
	"Clarion County, PA"	"42031"	"2001"	"2001"	Suppressed	41547	Suppressed	Suppressed	Suppressed
	"Clarion County, PA"	"42031"	"2002"	"2002"	Suppressed	41220	Suppressed	Suppressed	Suppressed
	"Clarion County, PA"	"42031"	"2003"	"2003"	Suppressed	41293	Suppressed	Suppressed	Suppressed
	"Clarion County, PA"	"42031"	"2004"	"2004"	Suppressed	40509	Suppressed	Suppressed	Suppressed
	"Clarion County, PA"	"42031"	"2005"	"2005"	Suppressed	40458	Suppressed	Suppressed	Suppressed
	"Clarion County, PA"	"42031"	"2006"	"2006"	Suppressed	40615	Suppressed	Suppressed	Suppressed
	"Clarion County, PA"	"42031"	"2007"	"2007"	Suppressed	40399	Suppressed	Suppressed	Suppressed
	"Clarion County, PA"	"42031"	"2008"	"2008"	Suppressed	40355	Suppressed	Suppressed	Suppressed
	"Clarion County, PA"	"42031"	"2009"	"2009"	Suppressed	40173	Suppressed	Suppressed	Suppressed
	"Clarion County, PA"	"42031"	"2010"	"2010"	Suppressed	39988	Suppressed	Suppressed	Suppressed
	"Clarion County, PA"	"42031"	"2011"	"2011"	Suppressed	40013	Suppressed	Suppressed	Suppressed
	"Clarion County, PA"	"42031"	"2012"	"2012"	Suppressed	39646	Suppressed	Suppressed	Suppressed
